game_id,pitcher_id,pitcher_name,game_date,snapshot_captured_at,team,opponent,side,match_status,pregame_identity_source,pitcher_k_pct,pitcher_so_rate,pitcher_swstr_pct,pitcher_csw_pct,pitcher_bb_pct,pitcher_fip,pitcher_xfip,pitcher_siera,pitcher_xera,pitcher_last5_ks_avg,pitcher_last5_ip_avg,pitcher_last5_bf_avg,pitcher_last5_pitch_count_avg,projected_pitches,projected_innings,pitches_last_start,pitches_last_3_starts,days_since_last_start,opponent_lineup_k_pct,opponent_offense_ops,opponent_offense_woba,opponent_offense_xwoba,park_factor_k,weather_temp,weather_wind_speed,projected_strikeouts,actual_k
"824655","607067","Colin Rea","2026-07-17","2026-07-17T23:18:50.720Z","Chicago Cubs","Minnesota Twins","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","16.8","16.8","9.6","26.1","8.6","5.01","4.24","4.68","5.7","3.2","5.1","23","84","86","5.1","91","261","9","20.6","0.738","0.324","0.324","102","28.5","13.5","4.27","6"
"824656","665871","Javier Assad","2026-07-05","2026-07-05T17:36:56.032Z","Chicago Cubs","St. Louis Cardinals","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","15","15","6","23.9","6.3","5.33","4.03","4.53","4.86","3.4","5.3","22","85","81","5","53","228","5","19.3","0.722","0.319","0.34","","20","14.2","3.7","2"
"824660","607067","Colin Rea","2026-07-01","2026-07-01T17:32:56.796Z","Chicago Cubs","San Diego Padres","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","17","17","9.5","26","8.4","4.84","4.17","4.59","5.34","3.4","5.1","22.4","81","86","5.1","89","257","5","22","0.669","0.295","0.313","","34.9","20.2","4.31","5"
"824662","684007","Shota Imanaga","2026-06-29","2026-06-29T23:57:39.183Z","Chicago Cubs","San Diego Padres","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","23.8","23.8","15.5","29.7","6.2","4.96","3.43","3.34","3.65","4.2","5.5","21.6","81","84","5.2","69","244","5","20.6","0.662","0.293","0.312","","","","5.12","4"
"824733","663776","Patrick Sandoval","2026-07-24","2026-07-24T19:49:48.379Z","Boston Red Sox","Toronto Blue Jays","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","23.8","23.8","11.3","29.8","4.8","3.09","2.72","3.08","4.34","5","4.7","21","71","75","5","76","141","6","20.7","0.68","0.299","0.294","97","26.2","8.3","5.1","3"
"824740","801139","Payton Tolle","2026-07-01","2026-07-01T17:31:57.234Z","Boston Red Sox","Washington Nationals","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","24.2","24.2","13.1","28","7","3.28","3.34","3.38","2.92","4.6","6","24.8","90","94","6.1","88","257","5","22.3","0.741","0.323","0.32","","34.1","12.1","5.8","5"
"824741","624133","Ranger Suarez","2026-06-29","2026-06-29T22:55:09.102Z","Boston Red Sox","Washington Nationals","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","24.9","24.9","10.9","28.1","7.4","2.78","3.02","3.34","3.23","7.4","5.8","24.8","95","96","6","102","293","5","22.2","0.741","0.323","0.33","","","","6.39","8"
"824743","801139","Payton Tolle","2026-06-26","2026-06-26T23:02:14.489Z","Boston Red Sox","New York Yankees","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","23.8","23.8","13.1","28","6.9","3.42","3.35","3.42","2.92","4.6","5.5","24.2","91","95","","79","263","5","25","0.765","0.333","0.31","","25.5","12.2","","7"
"824744","543243","Sonny Gray","2026-06-28","2026-06-28T21:06:15.657Z","Boston Red Sox","New York Yankees","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","21.1","21.1","10.8","28","6.4","3.91","3.18","3.9","3.8","6.4","6.5","26.2","88","94","","93","270","5","24.5","0.756","0.33","0.309","","24","9","","9"
"824745","687562","Jake Bennett","2026-06-27","2026-06-27T16:54:24.286Z","Boston Red Sox","New York Yankees","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","20.8","20.8","13.9","27.1","4.7","2.71","2.94","3.85","2.5","4.4","5.3","21.2","79","82","","72","224","5","21","0.76","0.332","0.322","","22","17.1","","3"
"824812","669432","Trevor Rogers","2026-07-24","2026-07-24T19:49:51.682Z","Baltimore Orioles","Atlanta Braves","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","18.8","18.8","11.8","27.7","7.8","3.98","3.65","4.14","4.2","5.8","6.1","23.8","93","92","6","99","281","6","22.8","0.736","0.322","0.321","99","27","11.4","5.28","6"
"824813","680694","Kyle Bradish","2026-07-11","2026-07-11T21:46:42.018Z","Baltimore Orioles","Kansas City Royals","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","23.5","23.5","11.3","28.5","11.2","4.2","3.47","3.98","3.88","6.6","6.3","25.4","95","94","6.1","106","292","6","20.9","0.718","0.316","0.324","99","26","11.2","5.31","5"
"824814","669358","Shane Baz","2026-07-12","2026-07-12T16:56:40.520Z","Baltimore Orioles","Kansas City Royals","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","19.6","19.6","10","26","9.1","3.87","3.86","4.23","4.51","4.8","6","25.8","100","100","6","100","300","5","21.9","0.713","0.314","0.309","99","26.9","7.3","5.1","9"
"824815","665152","Dean Kremer","2026-07-08","2026-07-08T20:23:29.349Z","Baltimore Orioles","Chicago Cubs","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","30.8","30.8","14.6","33.1","4.6","5.2","2.58","2.19","3.94","6.67","5.7","21.7","85","86","5.2","79","254","7","21.7","0.747","0.33","0.329","99","28","8.6","6.55","4"
"824816","669432","Trevor Rogers","2026-07-09","2026-07-09T17:32:56.494Z","Baltimore Orioles","Chicago Cubs","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","18.1","18.1","11.7","27.7","8.1","4.11","3.81","4.28","4.14","4.8","6","23.4","91","91","6","93","276","6","21.2","0.749","0.33","0.325","99","27.5","13.2","4.95","4"
"824817","687064","Brandon Young","2026-07-10","2026-07-10T20:35:43.678Z","Baltimore Orioles","Kansas City Royals","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","18.5","18.5","11.5","26.8","8.9","3.98","3.91","4.32","4.34","5","5.6","24.4","94","94","5.2","102","290","6","21.5","0.716","0.315","0.31","99","28.1","6.8","5.09","5"
"824820","669358","Shane Baz","2026-07-07","2026-07-07T21:48:56.690Z","Baltimore Orioles","Chicago Cubs","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","20","20","10.2","26.2","9","3.88","3.82","4.15","4.49","4.8","5.9","25.8","97","96","6","109","299","8","22.9","0.747","0.33","0.327","","27.1","5.2","5.01","3"
"824821","680694","Kyle Bradish","2026-06-28","2026-06-28T17:25:41.167Z","Baltimore Orioles","Washington Nationals","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","24.7","24.7","11.7","29.1","11","4.14","3.32","3.83","3.94","6.6","6.1","25.4","92","92","","101","286","6","18.5","0.741","0.323","0.33","","23","7.8","","2"
"824822","669358","Shane Baz","2026-06-29","2026-06-29T20:07:20.435Z","Baltimore Orioles","Chicago White Sox","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","19.9","19.9","10.2","26.4","8.6","3.93","3.76","4.13","4.54","4.8","5.9","25.6","94","97","6","91","293","6","23.9","0.738","0.324","0.336","","31.7","10.5","5.24","6"
"824824","669432","Trevor Rogers","2026-06-26","2026-06-26T23:02:16.894Z","Baltimore Orioles","Washington Nationals","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","17.3","17.3","11.4","27.4","7.7","4.35","3.87","4.36","4.19","3.8","6.1","23.4","89","89","","96","275","6","20.8","0.744","0.324","0.331","","28.9","7.3","","7"
"824895","625643","Reynaldo López","2026-07-21","2026-07-21T22:27:10.898Z","Atlanta Braves","San Diego Padres","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","20.8","20.8","9.9","26.8","9.6","4.4","3.75","4.09","4.52","3.2","3.8","16.4","70","68","3.2","85","234","10","20.1","0.683","0.301","0.323","103","32","19.1","3.5","6"
"824900","625643","Reynaldo López","2026-07-06","2026-07-06T22:27:52.487Z","Atlanta Braves","New York Mets","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","21","21","9.7","27.1","10","4.26","3.84","4.11","4.61","4.2","3.7","16.6","72","67","3.1","69","184","5","22.6","0.677","0.298","0.328","","","","3.65","5"
"824901","519242","Chris Sale","2026-07-17","2026-07-17T23:14:56.713Z","Atlanta Braves","Texas Rangers","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","29","29","14.6","32.4","6.2","2.91","2.67","2.96","3.43","6.2","5.1","21.8","88","82","4.2","43","235","7","20.8","0.719","0.317","0.313","104","23.9","6.6","6.02","6"
"824902","527048","Martín Pérez","2026-07-05","2026-07-05T15:04:17.756Z","Atlanta Braves","New York Mets","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","19.5","19.5","9.5","28.5","9.6","4.38","3.73","4.38","4.36","3.8","5.1","21.6","81","85","5.1","85","249","5","21","0.673","0.297","0.326","","30.5","3.6","4.51","1"
"824904","656550","Grant Holmes","2026-07-03","2026-07-03T22:10:53.675Z","Atlanta Braves","New York Mets","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","20.7","20.7","13.2","28.9","11.1","5.28","3.99","4.3","4.76","3.4","4.2","19.6","76","68","3.2","47","193","6","21.3","0.673","0.296","0.338","","29.5","7.2","4.07","2"
"824906","694462","Hurston Waldrep","2026-07-02","2026-07-02T21:55:57.244Z","Atlanta Braves","St. Louis Cardinals","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","25","25","10.9","25.5","33.3","6.2","","6.34","6.05","3","2","12","55","35","1.1","55","55","6","20.4","0.711","0.314","0.334","","34.8","12.6","2.71","4"
"824978","682052","Jacob Lopez","2026-07-19","2026-07-19T19:09:01.018Z","Athletics","Washington Nationals","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","16.4","16.4","8.7","25.1","13","6.07","4.94","5.19","3.9","2.6","3.5","16.6","66","57","3","12","131","9","24.4","0.764","0.332","0.329","100","28.7","17.2","3.05","6"
"824980","695611","Gage Jump","2026-07-05","2026-07-05T20:13:04.556Z","Athletics","Miami Marlins","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","25","25","11.9","28.2","6.3","2.75","3.06","3.26","3.56","6","5.6","22.2","93","93","5.2","91","295","6","24","0.732","0.323","0.297","","28.7","10.1","5.8","1"
"824981","695611","Gage Jump","2026-07-17","2026-07-18T01:37:38.480Z","Athletics","Washington Nationals","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","23.5","23.5","11.9","28.1","7.4","3.41","3.35","3.6","3.96","5.8","5.1","22","93","91","5","86","262","6","23","0.759","0.33","0.334","100","26.4","1.1","5.33","8"
"824982","678022","Jack Perkins","2026-07-03","2026-07-03T23:52:06.647Z","Athletics","Miami Marlins","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","27.2","27.2","13.8","30.6","7.5","3.71","3.38","3.29","3.79","5.8","4.6","20.6","82","79","4.1","81","244","6","21.1","0.723","0.319","0.33","","","","5.64","8"
"824983","650644","Aaron Civale","2026-07-04","2026-07-05T01:32:06.991Z","Athletics","Miami Marlins","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","15.7","15.7","9.3","28","6.5","5.45","4.39","4.68","5.33","2.6","4.2","20.6","76","76","4.1","90","245","6","20.1","0.728","0.321","0.324","","29.9","21.4","3.62","6"
"824986","695611","Gage Jump","2026-06-29","2026-06-30T01:10:26.816Z","Athletics","Los Angeles Dodgers","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","25.7","25.7","12.2","28.5","7.4","2.24","3.16","3.3","2.95","6","6.1","22.2","92","93","6","97","279","5","20.2","0.784","0.343","0.354","","25.6","7.1","5.75","5"
"825039","593958","Eduardo Rodriguez","2026-08-26","2026-08-26T17:46:26.727Z","Arizona Diamondbacks","Chicago Cubs","home","MATCHED","PREGAME_EXPLICIT_ID","17.3","17.3","9.8","25.8","7.7","3.9","3.94","4.31","4.59","4.8","6.5","26","103","102","6.1","99","310","5","19.44780264222162","0.762","0.334","0.319","90","46.4","2.3","4.84","9"
"825039","571510","Matthew Boyd","2026-08-26","2026-08-26T17:46:26.727Z","Chicago Cubs","Arizona Diamondbacks","away","MATCHED","PREGAME_EXPLICIT_ID","18.6","18.6","11","28.2","7.3","4.79","3.81","4.29","5.01","3.2","6.4","27","92","97","6.2","86","281","5","17.672005943536405","0.715","0.314","0.321","90","46.4","2.3","4.92","5"
"825055","518876","Merrill Kelly","2026-07-22","2026-07-22T19:28:44.052Z","Arizona Diamondbacks","Athletics","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","14.4","14.4","10.3","25","9.3","5.99","4.45","4.95","7.55","4","5.8","24.6","92","96","6","87","273","5","18.2","0.731","0.32","0.324","90","37.8","5","4.17","3"
"825057","593958","Eduardo Rodriguez","2026-07-19","2026-07-19T19:09:03.956Z","Arizona Diamondbacks","St. Louis Cardinals","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","17.1","17.1","9.1","26.2","8.4","4.21","4.05","4.42","5.1","3.8","6.5","25.2","95","96","6.2","87","280","9","16","0.707","0.312","0.339","90","38.1","6.5","4.42","3"
"825060","518876","Merrill Kelly","2026-07-17","2026-07-18T01:37:41.795Z","Arizona Diamondbacks","St. Louis Cardinals","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","14.4","14.4","10.3","25.1","9.2","6","4.46","4.95","7.44","4.2","5.9","25.8","93","95","6","94","279","8","21.3","0.708","0.313","0.332","90","32.9","4","4.48","3"
"825061","593958","Eduardo Rodriguez","2026-07-05","2026-07-05T19:36:33.960Z","Arizona Diamondbacks","Milwaukee Brewers","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","17.1","17.1","9","26.4","9.2","4.07","4.05","4.5","4.9","3.8","5.9","23.6","93","93","6","91","286","6","23","0.736","0.324","0.331","","41.5","4.7","4.58","3"
"825062","703615","Jose Cabrera","2026-07-03","2026-07-03T23:52:14.585Z","Arizona Diamondbacks","Milwaukee Brewers","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","17.1","17.1","13.4","28.9","4.9","5.3","3.79","4.3","4.04","3.5","5","20.5","71","65","4.2","80","142","6","22.2","0.734","0.324","0.323","","","","4.1","3"
"825063","518876","Merrill Kelly","2026-07-04","2026-07-05T01:32:09.581Z","Arizona Diamondbacks","Milwaukee Brewers","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","13","13","9.8","24.5","9.1","6.2","4.62","5.14","7.57","2.8","5.7","25.6","87","92","6","93","277","6","20.2","0.734","0.324","0.33","","36.8","9","4.05","6"
"825065","593958","Eduardo Rodriguez","2026-06-29","2026-06-30T01:10:31.895Z","Arizona Diamondbacks","San Francisco Giants","home","MATCHED","PREGAME_LINESCORE_DEFENSE_ID","18","18","8.8","26.5","9.8","4.16","4","4.44","4.82","4.2","5.7","23.2","94","93","5.2","95","280","6","31","0.725","0.315","0.309","","37.5","11.6","5.23","1"
