"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length","miss_distance","estimated_slg_using_speedangle","delta_pitcher_run_exp","hyper_speed","home_score_diff","bat_score_diff","home_win_exp","bat_win_exp","age_pit_legacy","age_bat_legacy","age_pit","age_bat","n_thruorder_pitcher","n_priorpa_thisgame_player_at_bat","pitcher_days_since_prev_game","batter_days_since_prev_game","pitcher_days_until_next_game","batter_days_until_next_game","api_break_z_with_gravity","api_break_x_arm","api_break_x_batter_in","arm_angle","attack_angle","attack_direction","swing_path_tilt","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
"FC","2026-04-11","88.2","-2.33","5.55","Guerrero Jr., Vladimir",665489,663485,,"foul",,,,,14,,"R","R","R","TOR","MIN","S",,,1,1,2026,"0.31","0.91",0.9547301688817059,2.1992675325357167,,,,0,9,"Bot",,,,,,,7.1399658018312495,-128.20156598819406,-3.702395369556397,1.89985192791668,27.33210463044243,-21.543014699332158,3.208595801,1.619291339,214,"69.9",32,"87.2",2414,"5.8",822830,680777,605170,807712,668952,686797,681546,621439,668885,"54.73",,,,,,,,68,3,"Cutter",2,7,2,7,7,2,2,7,"Standard","Standard",212,"-0.002","-0.061","71.5","8.2",,,"0.061","88.0",-5,-5,0.008,0.008,28,27,29,27,1,3,3,1,3,1,"2.03","-0.31","-0.31","23.8",9.39084850834,-7.753396040758643,31.24251722062578,48.589667539461665,35.044737636237905
"FS","2026-04-11","89","-2.36","5.47","Guerrero Jr., Vladimir",665489,663485,,"ball",,,,,14,,"R","R","R","TOR","MIN","B",,,0,1,2026,"-1.52","0.39",0.2854110505417835,1.2016950456988216,,,,0,9,"Bot",,,,,,,9.569384418591705,-129.21393058326902,-4.958694337918763,-19.08280870458753,27.275736293568706,-26.899710004845407,3.208595801,1.619291339,,,,"88.2",1569,"6",822830,680777,605170,807712,668952,686797,681546,621439,668885,"54.55",,,,,,,,68,2,"Split-Finger",2,7,2,7,7,2,2,7,"Standard","Standard",241,"0.001","0.03",,,,,"-0.03",,-5,-5,0.007,0.007,28,27,29,27,1,3,3,1,3,1,"2.5","1.52","1.52","23.7",,,,,
"SI","2026-04-11","92.8","-2.32","5.53","Guerrero Jr., Vladimir",665489,663485,,"called_strike",,,,,8,,"R","R","R","TOR","MIN","S",,,0,0,2026,"-1.53","0.5",0.024493332591877692,1.8077018295252267,,,,0,9,"Bot",,,,,,,9.245736420888582,-134.79977251071085,-4.5763476586408025,-20.703620867241803,29.590235431336925,-25.19808228158187,3.208595801,1.619291339,,,,"92",2171,"5.9",822830,680777,605170,807712,668952,686797,681546,621439,668885,"54.56",,,,,,,,68,1,"Sinker",2,7,2,7,7,2,2,7,"Standard","Standard",235,"-0.001","-0.042",,,,,"0.042",,-5,-5,0.008,0.008,28,27,29,27,1,3,3,1,3,1,"2.15","1.53","1.53","23.8",,,,,
"FF","2026-04-10","90.5","-0.75","6.56","Guerrero Jr., Vladimir",665489,680573,"double","hit_into_play",,,,,6,"Vladimir Guerrero Jr. doubles (2) on a sharp line drive to center fielder Byron Buxton.","R","R","R","TOR","MIN","X",8,"line_drive",1,0,2026,"-0.4","1.71",0.3896490532209877,2.123084956881644,,,,0,4,"Bot",155,45,,,,,3.662157012114582,-131.463112806482,-8.573398224147272,-5.3714064135309325,28.744373209128796,-10.695169892956374,3.208595801,1.619291339,364,"112.6",15,"90.6",2127,"6.5",822829,680777,605137,807712,656484,686797,668885,621439,670242,"53.99",0.734,0.873,"1.25",1,1,1,6,33,2,"4-Seam Fastball",0,4,0,4,4,0,0,4,"Strategic","Standard",199,"0.048","0.671","79.2","7.6",,1.336,"-0.671","112.6",-4,-4,0.147,0.147,25,27,26,27,2,1,5,2,5,1,"1.09","0.4","0.4","52.3",3.360059506911677,7.960249511358961,30.367338891318926,41.71842483881639,31.5261755315293
"FS","2026-04-10","82.9","-0.91","6.57","Guerrero Jr., Vladimir",665489,680573,,"ball",,,,,13,,"R","R","R","TOR","MIN","B",,,0,0,2026,"-1.01","0.6",-0.20621509477168254,1.0399132175338863,,,,0,4,"Bot",,,,,,,3.6219047297344797,-120.50910851212318,-7.084225960797113,-10.522978089980507,23.552747325591117,-25.133698255391614,3.208595801,1.619291339,,,,"83.4",1230,"6.7",822829,680777,605137,807712,656484,686797,668885,621439,670242,"53.83",,,,,,,,33,1,"Split-Finger",0,4,0,4,4,0,0,4,"Strategic","Standard",210,"0.003","0.043",,,,,"-0.043",,-4,-4,0.144,0.144,25,27,26,27,2,1,5,2,5,1,"2.72","1.01","1.01","52.1",,,,,
"FF","2026-04-10","91.6","-1.05","6.51","Guerrero Jr., Vladimir",665489,680573,"field_out","hit_into_play",,,,,5,"Vladimir Guerrero Jr. grounds out, second baseman Luke Keaschall to first baseman Josh Bell. Daulton Varsho to 3rd.","R","R","R","TOR","MIN","X",4,"ground_ball",1,2,2026,"-0.6","1.41",-0.19308744562401314,2.486750579774387,,662139,,1,1,"Bot",151.02,162.83,,,,,3.4699039119166235,-133.19304230749876,-7.121317285056035,-7.864044517795512,32.04507242382102,-14.031163902377994,3.208595801,1.619291339,6,"95.7",-21,"91.7",2104,"6.7",822829,680777,605137,807712,656484,686797,668885,621439,670242,"53.82",0.104,0.094,"0",1,0,0,2,10,4,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",197,"-0.02","-0.165","70.6","6.4",,0.112,"0.165","95.7",-3,-3,0.274,0.274,25,27,26,27,1,0,5,2,5,1,"1.34","0.6","0.6","52.5",-10.462628310354336,25.506551545159443,33.816119529484205,34.01573763784585,18.97390751559105
"FS","2026-04-10","84.9","-1.11","6.51","Guerrero Jr., Vladimir",665489,680573,,"foul",,,,,4,,"R","R","R","TOR","MIN","S",,,1,1,2026,"-0.74","0.91",-0.7631361427354703,2.7174846523125025,,662139,,1,1,"Bot",,,,,,,2.334963817056531,-123.56083355893708,-4.137943848581296,-8.048078576277746,27.244654372063646,-22.203313915602667,3.208595801,1.619291339,3,"52.9",-41,"85",792,"6.6",822829,680777,605137,807712,656484,686797,668885,621439,670242,"53.89",,,,,,,,10,3,"Split-Finger",0,3,0,3,3,0,0,3,"Standard","Standard",227,"-0.008","-0.071","73.6","6.7",,,"0.071","88.0",-3,-3,0.282,0.282,25,27,26,27,1,0,5,2,5,1,"2.27","0.74","0.74","49.6",9.15986737500155,-1.8282377899632463,26.504780159589313,26.908966089030294,33.258953234668496
"SL","2026-04-10","86","-1.19","6.54","Guerrero Jr., Vladimir",665489,680573,,"blocked_ball",,,,,14,,"R","R","R","TOR","MIN","B",,,0,1,2026,"0.32","0.55",1.0164603699302608,0.49175173959172813,,662139,,1,1,"Bot",,,,,,,4.504626451513299,-125.05674850316225,-8.946276629553099,2.494161075047941,24.528516409257715,-24.827469791169953,3.208595801,1.619291339,,,,"86.2",2098,"6.4",822829,680777,605137,807712,656484,686797,668885,621439,670242,"54.13",,,,,,,,10,2,"Slider",0,3,0,3,3,0,0,3,"Standard","Standard",178,"0.003","0.03",,,,,"-0.03",,-3,-3,0.279,0.279,25,27,26,27,1,0,5,2,5,1,"2.53","-0.32","-0.32","45.9",,,,,
"FF","2026-04-10","92.2","-0.95","6.55","Guerrero Jr., Vladimir",665489,680573,,"called_strike",,,,,9,,"R","R","R","TOR","MIN","S",,,0,0,2026,"-0.45","1.38",0.8000980692739315,2.0050821770133878,,662139,,1,1,"Bot",,,,,,,5.417910800416191,-133.88259534645616,-8.520324971531043,-6.639003102436427,30.006491453771968,-13.87245001069791,3.208595801,1.619291339,,,,"92.4",1977,"6.6",822829,680777,605137,807712,656484,686797,668885,621439,670242,"53.9",,,,,,,,10,1,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",199,"-0.005","-0.044",,,,,"0.044",,-3,-3,0.284,0.284,25,27,26,27,1,0,5,2,5,1,"1.32","0.45","0.45","50.9",,,,,
"ST","2026-04-10","82.7","-2.54","4.92","Guerrero Jr., Vladimir",665489,623437,"double","hit_into_play",,,,,5,"Vladimir Guerrero Jr. doubles (3) on a sharp line drive to left fielder Austin Martin. Brandon Valenzuela scores.","R","R","R","TOR","MIN","X",7,"line_drive",0,1,2026,"1.14","0.54",-0.05848314619713346,2.6688279145406733,,,678218,2,8,"Bot",64.7,63.97,,,,,3.300411917727545,-120.30745857097361,0.5216081035219972,10.266220545495907,25.560995175844397,-27.33015357281484,3.208595801,1.619291339,365,"115.7",15,"81.5",2548,"5.7",822829,680777,605137,807712,656484,686797,668885,621439,670242,"54.8",0.76,0.967,"1.25",1,1,1,6,75,2,"Sweeper",9,4,9,4,4,10,10,4,"Standard","Standard",70,"0.004","0.856","80.5","7.4",,1.554,"-0.856","115.7",5,5,0.994,0.994,35,27,35,27,1,4,2,2,2,1,"2.82","-1.14","-1.14","12.2",6.3516609424434725,-6.2625227730972,25.45186302720636,36.53678056462962,40.36556438835414
"SI","2026-04-10","95","-2.19","4.89","Guerrero Jr., Vladimir",665489,623437,,"foul",,,,,2,,"R","R","R","TOR","MIN","S",,,0,0,2026,"-1.54","-0.02",0.0683503118343538,2.87731611309574,,,678218,2,8,"Bot",,,,,,,9.245010026650018,-137.9595785775492,0.6811166677502696,-21.822859529058533,34.35525142825692,-32.88405344613744,3.208595801,1.619291339,252,"83.7",34,"93.6",2232,"5.8",822829,680777,605137,807712,656484,686797,668885,621439,670242,"54.66",,,,,,,,75,1,"Sinker",9,4,9,4,4,9,9,4,"Standard","Standard",245,"0","-0.041","68.5","6.1",,,"0.041","88.0",5,5,0.994,0.994,35,27,35,27,1,4,2,2,2,1,"2.58","1.54","1.54","10.9",-16.114236044396645,31.237110707473253,29.34290833121982,38.80168851339292,16.156309442217005
"FS","2026-04-08","87.1","-1.49","5.91","Guerrero Jr., Vladimir",665489,660271,"double","hit_into_play",,,,,6,"Vladimir Guerrero Jr. doubles (1) on a sharp ground ball to center fielder Andy Pages.","R","R","R","TOR","LAD","X",8,"ground_ball",0,1,2026,"-1","-0.03",0.5368078858884409,2.5493697887438485,,,,0,6,"Bot",95,51,,,,,6.927774651411076,-126.75212413853997,-1.6781964800349531,-12.102340376596366,24.06864468373055,-32.34066606353525,3.208595801,1.619291339,183,"108.7",7,"87.9",1441,"6.6",822833,669257,518692,690976,571970,500743,606192,681624,663656,"53.88",0.683,0.643,"1.25",1,1,1,4,47,2,"Split-Finger",1,2,1,2,2,1,1,2,"Standard","Standard",231,"0.114","0.756","78.4","7.7",,0.788,"-0.756","108.7",-1,-1,0.39,0.39,31,27,32,27,3,2,8,1,7,2,"3.01","1","1","40.7",3.5008378744063418,-3.2079925813032952,23.01939734671399,42.9697612182647,38.603418887672376
"FF","2026-04-08","95.2","-1.82","5.62","Guerrero Jr., Vladimir",665489,660271,,"called_strike",,,,,3,,"R","R","R","TOR","LAD","S",,,0,0,2026,"-0.12","0.98",0.4285548182146381,3.267709596277834,,,,0,6,"Bot",,,,,,,6.133211281765998,-138.6062102212973,-2.627599171884631,-2.8339403711144033,29.432136046460514,-19.167510516118767,3.208595801,1.619291339,,,,"96",2216,"6.6",822833,669257,518692,690976,571970,500743,606192,681624,663656,"53.9",,,,,,,,47,1,"4-Seam Fastball",1,2,1,2,2,1,1,2,"Standard","Standard",212,"-0.006","-0.042",,,,,"0.042",,-1,-1,0.396,0.396,31,27,32,27,3,2,8,1,7,2,"1.53","0.12","0.12","34.5",,,,,
"ST","2026-04-08","86.2","-1.97","5.65","Guerrero Jr., Vladimir",665489,660271,"field_out","hit_into_play",,,,,6,"Vladimir Guerrero Jr. pops out to shortstop Miguel Rojas.","R","R","R","TOR","LAD","X",6,"popup",1,0,2026,"1.15","0.29",0.8150135133115849,2.5585626436861912,,662139,,1,3,"Bot",116.44,140.58,,,,,4.1615478563353125,-125.56410897901212,-1.5310764688466039,11.38145573005026,25.169633372705995,-29.020021925829546,3.208595801,1.619291339,152,"76.2",60,"86.7",2824,"6.5",822833,669257,518692,690976,571970,500743,606192,681624,663656,"53.99",0.034,0.036,"0",1,0,0,3,22,2,"Sweeper",0,0,0,0,0,0,0,0,"Infield shade","Standard",66,"-0.041","-0.312","73.0","8.0",,0.044,"0.312","88.0",0,0,0.579,0.579,31,27,32,27,2,1,8,1,7,2,"2.77","-1.15","-1.15","38.8",5.033844734485426,-14.548100193144395,23.51777394277454,47.69384923727125,43.65450775054077
"FF","2026-04-08","99","-1.75","5.57","Guerrero Jr., Vladimir",665489,660271,,"ball",,,,,14,,"R","R","R","TOR","LAD","B",,,0,0,2026,"-0.31","1.24",1.506851467309609,1.6044710137758198,,,662139,1,3,"Bot",,,,,,,9.574631317033115,-143.72859542012188,-8.116584040972523,-6.592810838462211,33.79660022957643,-13.247366321979172,3.208595801,1.619291339,,,,"99.5",2712,"6.7",822833,669257,518692,690976,571970,500743,606192,681624,663656,"53.78",,,,,,,,22,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",211,"0.021","0.035",,,,,"-0.035",,0,0,0.558,0.558,31,27,32,27,2,1,8,1,7,2,"1.1","0.31","0.31","33.9",,,,,
"SI","2026-04-08","96.6","-1.81","5.55","Guerrero Jr., Vladimir",665489,660271,"single","hit_into_play",,,,,7,"Vladimir Guerrero Jr. singles on a sharp ground ball to left fielder Teoscar Hernández. Daulton Varsho to 2nd.","R","R","R","TOR","LAD","X",7,"ground_ball",1,1,2026,"-1.66","0.42",-0.3920282032388991,1.960363051203606,,,662139,1,1,"Bot",91.71,127.96,,,,,7.623756929436148,-140.39389505048905,-4.720778184646842,-23.640221997022895,34.442521958997624,-25.692626326294683,3.208595801,1.619291339,16,"111.2",-7,"96.8",2283,"6.6",822833,669257,518692,690976,571970,500743,606192,681624,663656,"53.86",0.368,0.331,"0.9",1,1,0,2,7,3,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",223,"0.037","0.423","80.8","7.8",,0.387,"-0.423","111.2",0,0,0.55,0.55,31,27,32,27,1,0,8,1,7,2,"2.05","1.66","1.66","32.7",3.1966136847052526,-5.296599817691939,31.51746277784325,32.415903391562594,33.21347793134453
"SI","2026-04-08","96.4","-1.95","5.52","Guerrero Jr., Vladimir",665489,660271,,"ball",,,,,14,,"R","R","R","TOR","LAD","B",,,0,1,2026,"-1.23","0.88",0.8177912031283512,1.0738737652572632,,,662139,1,1,"Bot",,,,,,,10.16508098843452,-139.78441053535494,-8.01260013949141,-18.50776595602632,33.010642872341705,-18.838801276154914,3.208595801,1.619291339,,,,"96.6",2274,"6.7",822833,669257,518692,690976,571970,500743,606192,681624,663656,"53.78",,,,,,,,7,2,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",218,"0.003","0.027",,,,,"-0.027",,0,0,0.547,0.547,31,27,32,27,1,0,8,1,7,2,"1.59","1.23","1.23","33.3",,,,,
"ST","2026-04-08","83.9","-2.04","5.6","Guerrero Jr., Vladimir",665489,660271,,"swinging_strike",,,,,5,,"R","R","R","TOR","LAD","S",,,0,0,2026,"1.27","0.05",-0.12874712812564693,2.3138311555508437,,,662139,1,1,"Bot",,,,,,,1.8008355147306876,-122.07770308812403,-1.0131984153211395,12.210925366655495,26.64780102400477,-31.70138642983084,3.208595801,1.619291339,,,,"83.8",2718,"6.4",822833,669257,518692,690976,571970,500743,606192,681624,663656,"54.05",,,,,,,,7,1,"Sweeper",0,0,0,0,0,0,0,0,"Standard","Standard",70,"-0.004","-0.038","84.6","8.3","0.548479152",,"0.038",,0,0,0.551,0.551,31,27,32,27,1,0,8,1,7,2,"3.22","-1.27","-1.27","35.4",13.975954296647092,-31.903893399813814,24.376138961553284,34.23564588955202,54.395517509530016
"ST","2026-04-08","82.4","-2.92","6.27","Guerrero Jr., Vladimir",665489,595014,"walk","ball",,,,,7,"Vladimir Guerrero Jr. walks.","R","R","R","TOR","LAD","B",,,3,0,2026,"1.16","0.04",-0.6539325687982968,1.6024435539022703,543807,662139,,1,7,"Bot",,,,,,,2.741622556015088,-119.97399481282199,-3.869932048349119,10.661787409168587,23.595848080760106,-31.271948076628302,3.208595801,1.619291339,,,,"81.3",2447,"5.5",822833,669257,518692,690976,571970,500743,606192,681624,663656,"54.98",,0.69862,"0.7",1,0,0,,63,4,"Sweeper",3,3,3,3,3,3,3,3,"Strategic","Standard",55,"0.002","0.055",,,,,"-0.055",,0,0,0.736,0.736,38,27,38,27,1,3,1,1,3,2,"3.32","-1.16","-1.16","34.8",,,,,
"ST","2026-04-08","82.8","-2.83","6.11","Guerrero Jr., Vladimir",665489,595014,,"ball",,,,,14,,"R","R","R","TOR","LAD","B",,,2,0,2026,"0.91","-0.03",1.0176539638183588,0.7960940699828973,543807,,662139,1,7,"Bot",,,,,,,6.766441517349045,-120.35099369058396,-5.18051532809744,7.349840123865394,25.542569301493433,-31.58943262406568,3.208595801,1.619291339,,,,"81.3",2406,"5.6",822833,669257,518692,690976,571970,500743,606192,681624,663656,"54.95",,,,,,,,63,3,"Sweeper",3,3,3,3,3,3,3,3,"Infield shade","Standard",57,"0.02","0.078",,,,,"-0.078",,0,0,0.716,0.716,38,27,38,27,1,3,1,1,3,2,"3.39","-0.91","-0.91","33.6",,,,,
"ST","2026-04-08","83.6","-2.7","6.19","Guerrero Jr., Vladimir",665489,595014,,"ball",,,,,14,,"R","R","R","TOR","LAD","B",,,1,0,2026,"0.83","-0.03",1.0456803648191908,1.5867178142896456,543807,,662139,1,7,"Bot",,,,,,,6.748208542148369,-121.54076930297735,-3.7960665025885976,6.792848452175331,25.083530078107103,-31.897745355890763,3.208595801,1.619291339,,,,"82.2",2388,"5.5",822833,669257,518692,690976,571970,500743,606192,681624,663656,"54.96",,,,,,,,63,2,"Sweeper",3,3,3,3,3,3,3,3,"Standard","Standard",49,"0.007","0.05",,,,,"-0.05",,0,0,0.709,0.709,38,27,38,27,1,3,1,1,3,2,"3.31","-0.83","-0.83","31.9",,,,,
"ST","2026-04-08","82.4","-2.9","6.12","Guerrero Jr., Vladimir",665489,595014,,"ball",,,,,14,,"R","R","R","TOR","LAD","B",,,0,0,2026,"0.94","-0.07",1.7354135683693883,1.3114492266467743,543807,,662139,1,7,"Bot",,,,,,,8.393647002995255,-119.67405482508832,-3.8942031379095683,7.248742986362008,25.122198839129247,-32.22636163843855,3.208595801,1.619291339,,,,"80.9",2435,"5.6",822833,669257,518692,690976,571970,500743,606192,681624,663656,"54.94",,,,,,,,63,1,"Sweeper",3,3,3,3,3,3,3,3,"Infield shade","Standard",53,"0.003","0.021",,,,,"-0.021",,0,0,0.706,0.706,38,27,38,27,1,3,1,1,3,2,"3.46","-0.94","-0.94","29.7",,,,,
"FS","2026-04-07","91.7","-1.56","5.39","Guerrero Jr., Vladimir",665489,808967,"force_out","hit_into_play",,,,,9,"Vladimir Guerrero Jr. grounds into a force out, fielded by third baseman Max Muncy. George Springer out at 3rd. Daulton Varsho to 2nd. Vladimir Guerrero Jr. to 1st.","R","R","R","TOR","LAD","X",5,"ground_ball",0,0,2026,"-1.21","-0.09",0.43502658969193986,1.701722110085949,,543807,662139,1,6,"Bot",106.15,182.45,,,,,7.668593921337053,-133.24640048197267,-2.9654005350523653,-16.087151754622518,31.5853281887769,-32.76478619623515,3.208595801,1.619291339,1,"62.5",-64,"91.7",1464,"6.6",822831,669257,518692,690976,571970,808975,606192,681624,663656,"53.88",0.246,0.221,"0",1,0,0,2,47,1,"Split-Finger",1,3,1,3,3,1,1,3,"Standard","Standard",233,"-0.075","-0.314","72.7","7.5",,0.246,"0.314","88.0",-2,-2,0.329,0.329,27,27,28,27,3,2,6,1,7,1,"2.83","1.21","1.21","41.6",5.009790647062674,11.435387318815755,29.71532564285005,42.9068939396913,24.5172533453715
"FS","2026-04-07","91.5","-1.63","5.22","Guerrero Jr., Vladimir",665489,808967,"field_out","hit_into_play",,,,,9,"Vladimir Guerrero Jr. grounds out, shortstop Hyeseong Kim to first baseman Freddie Freeman.","R","R","R","TOR","LAD","X",6,"ground_ball",1,2,2026,"-0.75","0.29",0.6181806230054848,2.0528348670157968,,,,1,4,"Bot",121.01,167.38,,,,,7.280701914268494,-133.12693259475247,-2.6141889259807716,-10.431598186650902,26.17674825607607,-28.32110768109825,3.208595801,1.619291339,2,"87.7",-51,"92.3",1614,"6.6",822831,669257,518692,690976,571970,808975,606192,681624,663656,"53.93",0.176,0.16,"0",1,0,0,2,28,5,"Split-Finger",0,2,0,2,2,0,0,2,"Standard","Standard",230,"-0.014","-0.182","63.3","7.3",,0.176,"0.182","88.0",-2,-2,0.276,0.276,27,27,28,27,2,1,6,1,7,1,"2.41","0.75","0.75","36.1",-8.234177168625799,9.640235078694324,30.08470139976826,42.54129122631244,24.187822166981093
"SI","2026-04-07","96","-1.65","5.29","Guerrero Jr., Vladimir",665489,808967,,"foul",,,,,5,,"R","R","R","TOR","LAD","S",,,1,2,2026,"-1.37","0.93",0.19382554150272235,2.3993650078781092,,,,1,4,"Bot",,,,,,,7.991079277406593,-139.49504694825126,-3.975829506269668,-19.69626995445561,32.77189504856139,-19.31114614254861,3.208595801,1.619291339,238,"82.9",19,"96",2331,"6.5",822831,669257,518692,690976,571970,808975,606192,681624,663656,"54.04",,,,,,,,28,4,"Sinker",0,2,0,2,2,0,0,2,"Standard","Standard",214,"0","0","65.3","6.1",,,"0","88.0",-2,-2,0.276,0.276,27,27,28,27,2,1,6,1,7,1,"1.56","1.37","1.37","39.0",-28.54416675651794,31.736676982349938,35.5130112871991,39.07801754675947,4.546206814589529
"CU","2026-04-07","74.9","-1.21","5.62","Guerrero Jr., Vladimir",665489,808967,,"swinging_strike",,,,,5,,"R","R","R","TOR","LAD","S",,,1,1,2026,"1.04","-1.59",0.06395542736399207,2.337481162766684,,,,1,4,"Bot",,,,,,,0.7139487856262703,-108.83808514362656,3.6846970858212442,8.011466996710029,23.06581303473242,-45.681928563619,3.208595801,1.619291339,,,,"74.6",2623,"6.6",822831,669257,518692,690976,571970,808975,606192,681624,663656,"53.88",,,,,,,,28,3,"Curveball",0,2,0,2,2,0,0,2,"Standard","Standard",31,"-0.005","-0.07","80.1","8.1","1.393200288",,"0.07",,-2,-2,0.281,0.281,27,27,28,27,2,1,6,1,7,1,"5.74","-1.04","-1.04","52.4",18.39818922290528,-30.183930913847156,22.633994384780365,35.5929307746075,58.14235725813411
"FF","2026-04-07","96.2","-1.63","5.39","Guerrero Jr., Vladimir",665489,808967,,"called_strike",,,,,5,,"R","R","R","TOR","LAD","S",,,1,0,2026,"-0.62","1.41",0.09210593932143663,2.4099634818058666,,,,1,4,"Bot",,,,,,,5.9538573366350755,-139.90501384268026,-5.344803339485372,-9.468154009210405,33.51219101557068,-12.715244994071384,3.208595801,1.619291339,,,,"96.4",2260,"6.6",822831,669257,518692,690976,571970,808975,606192,681624,663656,"53.92",,,,,,,,28,2,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Strategic","Standard",217,"-0.004","-0.05",,,,,"0.05",,-2,-2,0.285,0.285,27,27,28,27,2,1,6,1,7,1,"1.07","0.62","0.62","39.1",,,,,
"FF","2026-04-07","95.8","-1.63","5.38","Guerrero Jr., Vladimir",665489,808967,,"ball",,,,,14,,"R","R","R","TOR","LAD","B",,,0,0,2026,"-0.45","1.61",1.3030513056703397,1.6275774692181426,,,,1,4,"Bot",,,,,,,8.712182165897726,-139.07392090121226,-7.768906471538395,-7.8886006550711585,32.67116851440529,-9.666448363118889,3.208595801,1.619291339,,,,"96",2133,"6.6",822831,669257,518692,690976,571970,808975,606192,681624,663656,"53.87",,,,,,,,28,1,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Strategic","Standard",217,"0.003","0.041",,,,,"-0.041",,-2,-2,0.282,0.282,27,27,28,27,2,1,6,1,7,1,"0.89","0.45","0.45","40.9",,,,,
"SL","2026-04-07","86.2","-1.51","5.45","Guerrero Jr., Vladimir",665489,808967,"strikeout","called_strike",,,,,9,"Vladimir Guerrero Jr. called out on strikes.","R","R","R","TOR","LAD","S",2,,0,2,2026,"0.68","0.25",0.5281899790503596,1.7844442470231634,,,,2,1,"Bot",,,,,,,3.37329642802681,-125.41621615110462,-2.749075338694407,6.452691436621777,26.967763659227547,-29.153362045022327,3.208595801,1.619291339,,,,"86.4",2742,"6.6",822831,669257,518692,690976,571970,808975,606192,681624,663656,"53.93",,0,"0",1,0,0,,7,3,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",84,"-0.006","-0.155",,,,,"0.155",,0,0,0.506,0.506,27,27,28,27,1,0,6,1,7,1,"2.83","-0.68","-0.68","46.2",,,,,
"CU","2026-04-07","77","-1.21","5.61","Guerrero Jr., Vladimir",665489,808967,,"foul",,,,,14,,"R","R","R","TOR","LAD","S",,,0,1,2026,"1.12","-1.5",1.2215148677183925,1.5448970677929967,,,,2,1,"Bot",,,,,,,3.0364746011100663,-111.94357980080727,1.5169055109717595,8.696065003399791,23.381357086972386,-45.230207604429744,3.208595801,1.619291339,33,"59.5",1,"76.9",2788,"6.6",822831,669257,518692,690976,571970,808975,606192,681624,663656,"53.89",,,,,,,,7,2,"Curveball",0,0,0,0,0,0,0,0,"Standard","Standard",35,"-0.002","-0.062","74.1","8.3",,,"0.062","88.0",0,0,0.508,0.508,27,27,28,27,1,0,6,1,7,1,"5.4","-1.12","-1.12","51.5",12.340407792134117,-10.80902107746731,29.89881416036184,49.5008735303945,44.06251290502329
"FC","2026-04-07","89.4","-1.7","5.33","Guerrero Jr., Vladimir",665489,808967,,"swinging_strike",,,,,3,,"R","R","R","TOR","LAD","S",,,0,0,2026,"0.45","0.66",0.5315641408927829,3.274831264088572,,,,2,1,"Bot",,,,,,,4.48033382192428,-130.22400021415328,-0.31527655951164796,4.233843627090317,26.733204116319083,-24.846974999002708,3.208595801,1.619291339,,,,"89.9",2524,"6.5",822831,669257,518692,690976,571970,808975,606192,681624,663656,"54.01",,,,,,,,7,1,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",159,"-0.002","-0.044","70.9","6.3","1.486713336",,"0.044",,0,0,0.51,0.51,27,27,28,27,1,0,6,1,7,1,"2.19","-0.45","-0.45","35.9",-2.5743385755967974,28.43285920987799,26.505972419926188,43.81851456164152,17.058723539203303
