row_type,model,game_id,pitcher_id,game_date,side,eligible_baseline,eligible_dynamic_starts,eligible_dynamic_appearances,eligible_hybrid,eligible_all,required_features,eligible_total,coverage_pct,eligible_train,eligible_validation,common_primary_total,common_primary_train,common_primary_validation
"TARGET_ELIGIBILITY","","824978","682052","2026-07-19","home","true","true","true","true","true","","","","","","","",""
"TARGET_ELIGIBILITY","","824980","695611","2026-07-05","home","false","false","false","false","false","","","","","","","",""
"TARGET_ELIGIBILITY","","824981","695611","2026-07-17","home","true","true","true","true","true","","","","","","","",""
"TARGET_ELIGIBILITY","","824982","678022","2026-07-03","home","false","false","false","false","false","","","","","","","",""
"TARGET_ELIGIBILITY","","824983","650644","2026-07-04","home","false","false","false","false","false","","","","","","","",""
"TARGET_ELIGIBILITY","","824986","695611","2026-06-29","home","false","false","false","false","false","","","","","","","",""
"TARGET_ELIGIBILITY","","825039","593958","2026-08-26","home","true","true","true","true","true","","","","","","","",""
"TARGET_ELIGIBILITY","","825039","571510","2026-08-26","away","true","true","true","true","true","","","","","","","",""
"TARGET_ELIGIBILITY","","825055","518876","2026-07-22","home","true","true","true","true","true","","","","","","","",""
"TARGET_ELIGIBILITY","","825057","593958","2026-07-19","home","true","true","true","true","true","","","","","","","",""
"TARGET_ELIGIBILITY","","825060","518876","2026-07-17","home","true","true","true","true","true","","","","","","","",""
"TARGET_ELIGIBILITY","","825061","593958","2026-07-05","home","false","false","false","false","false","","","","","","","",""
"TARGET_ELIGIBILITY","","825062","703615","2026-07-03","home","false","false","false","false","false","","","","","","","",""
"TARGET_ELIGIBILITY","","825063","518876","2026-07-04","home","false","false","false","false","false","","","","","","","",""
"TARGET_ELIGIBILITY","","825065","593958","2026-06-29","home","false","false","false","false","false","","","","","","","",""
